方名,网址,状态码,正文命中,页面摘要
茯苓五味子汤,https://www.yixue.com/%E8%8C%AF%E8%8B%93%E4%BA%94%E5%91%B3%E5%AD%90%E6%B1%A4,404,否,404；
附录《金匮》枳术汤,https://www.yixue.com/%E9%99%84%E5%BD%95%E3%80%8A%E9%87%91%E5%8C%AE%E3%80%8B%E6%9E%B3%E6%9C%AF%E6%B1%A4,404,否,404；
赴筵散,https://www.yixue.com/%E8%B5%B4%E7%AD%B5%E6%95%A3,200,是,赴筵散_赴筵散的作用_赴筵散说明书_赴筵散的功效_中药赴筵散配方_医学百科 - 医学百科；赴筵散_赴筵散的作用_赴筵散说明书_赴筵散的功效_中药赴筵散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 赴筵散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:赴筵散 2 《三因极一病证方论》卷十六:赴筵散 3 《杂病源流犀烛》卷二十三:赴筵散 4 《同寿录》卷末
甘桔防风汤,https://www.yixue.com/%E7%94%98%E6%A1%94%E9%98%B2%E9%A3%8E%E6%B1%A4,200,是,甘桔防风汤_甘桔防风汤的作用_甘桔防风汤说明书_甘桔防风汤的功效_中药甘桔防风汤配方_医学百科 - 医学百科；甘桔防风汤_甘桔防风汤的作用_甘桔防风汤说明书_甘桔防风汤的功效_中药甘桔防风汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 甘桔防风汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 甘草 、 桔梗 、 防风 、 薄荷 、 荆芥 、 牛蒡 、 射干 、 玄参 、 连翘 、 黄芩 、 银花 
干姜人参半夏丸,https://www.yixue.com/%E5%B9%B2%E5%A7%9C%E4%BA%BA%E5%8F%82%E5%8D%8A%E5%A4%8F%E4%B8%B8,200,是,干姜人参半夏丸 - 医学百科；干姜人参半夏丸 - 医学百科 匿名 未登录 登录 医学百科 搜索 干姜人参半夏丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 干姜人参半夏丸 【来源】《 金匮要略 》卷下。 【组成】 干姜 人参 各14克 半夏 28克 【用法】上药三味为末，以 生姜汁 煮糊为丸，如 梧桐子 大。饮服10丸，一日三次。 【主治】妇人 
桂枝二越脾一汤,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E4%BA%8C%E8%B6%8A%E8%84%BE%E4%B8%80%E6%B1%A4,404,否,404；
桂枝加芍药加大黄二汤,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E8%8A%8D%E8%8D%AF%E5%8A%A0%E5%A4%A7%E9%BB%84%E4%BA%8C%E6%B1%A4,404,否,404；
桂枝加芍药生姜人参新加汤,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E8%8A%8D%E8%8D%AF%E7%94%9F%E5%A7%9C%E4%BA%BA%E5%8F%82%E6%96%B0%E5%8A%A0%E6%B1%A4,404,否,404；
桂枝去桂加茯苓白术汤,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8E%BB%E6%A1%82%E5%8A%A0%E8%8C%AF%E8%8B%93%E7%99%BD%E6%9C%AF%E6%B1%A4,200,是,桂枝去桂加茯苓白术汤_桂枝去桂加茯苓白术汤的作用_桂枝去桂加茯苓白术汤说明书_桂枝去桂加茯苓白术汤的功效_中药桂枝去桂加茯苓白术汤配方_医学百科 - 医学百科；桂枝去桂加茯苓白术汤_桂枝去桂加茯苓白术汤的作用_桂枝去桂加茯苓白术汤说明书_桂枝去桂加茯苓白术汤的功效_中药桂枝去桂加茯苓白术汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 桂枝去桂加茯苓白术汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 白术茯苓汤 、 茯苓白术汤 、 桂枝 去桂加 
寒泻方,https://www.yixue.com/%E5%AF%92%E6%B3%BB%E6%96%B9,404,否,404；
和胃二陈煎,https://www.yixue.com/%E5%92%8C%E8%83%83%E4%BA%8C%E9%99%88%E7%85%8E,200,是,和胃二陈煎_和胃二陈煎的作用_和胃二陈煎说明书_和胃二陈煎的功效_中药和胃二陈煎配方_医学百科 - 医学百科；和胃二陈煎_和胃二陈煎的作用_和胃二陈煎说明书_和胃二陈煎的功效_中药和胃二陈煎配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 和胃二陈煎 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《景岳全书》卷五十一:和胃二陈煎 2 《医方简义》卷三:和胃二陈煎 3 中药方专题 3.1 按功效分类的常
黑丸子,https://www.yixue.com/%E9%BB%91%E4%B8%B8%E5%AD%90,200,是,黑丸子_黑丸子的作用_黑丸子说明书_黑丸子的功效_中药黑丸子配方_医学百科 - 医学百科；黑丸子_黑丸子的作用_黑丸子说明书_黑丸子的功效_中药黑丸子配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 黑丸子 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《仙授理伤续断秘方》:黑丸子 2 《重订严氏济生方》:黑丸子 3 《世医得效方》卷七:黑丸子 4 《济生》卷四:黑丸子 5 《名家
胡桃丸,https://www.yixue.com/%E8%83%A1%E6%A1%83%E4%B8%B8,200,是,胡桃丸_胡桃丸的作用_胡桃丸说明书_胡桃丸的功效_中药胡桃丸配方_医学百科 - 医学百科；胡桃丸_胡桃丸的作用_胡桃丸说明书_胡桃丸的功效_中药胡桃丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 胡桃丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《万病回春》卷五:胡桃丸 2 《回春》卷五:胡桃丸 3 《普济方》卷二四九:胡桃丸 4 《御药院方》卷六:胡桃丸 5 《三因》卷十
黄蛇散,https://www.yixue.com/%E9%BB%84%E8%9B%87%E6%95%A3,200,是,黄蛇散_黄蛇散的作用_黄蛇散说明书_黄蛇散的功效_中药黄蛇散配方_医学百科 - 医学百科；黄蛇散_黄蛇散的作用_黄蛇散说明书_黄蛇散的功效_中药黄蛇散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 黄蛇散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 雄黄 5分， 蛇蜕 （ 烧存性 ）1分。 【制法】 上为细末。 【功效与作用】 甲 痈肿 烂，生脚指甲边 赤肉 努出； 嵌甲 入肉
火吐方,https://www.yixue.com/%E7%81%AB%E5%90%90%E6%96%B9,404,否,404；
加减安胎饮,https://www.yixue.com/%E5%8A%A0%E5%87%8F%E5%AE%89%E8%83%8E%E9%A5%AE,200,是,加减安胎饮_加减安胎饮的作用_加减安胎饮说明书_加减安胎饮的功效_中药加减安胎饮配方_医学百科 - 医学百科；加减安胎饮_加减安胎饮的作用_加减安胎饮说明书_加减安胎饮的功效_中药加减安胎饮配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加减安胎饮 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《古今医鉴》卷十二:加减安胎饮 2 《得效》卷十四:加减安胎饮 3 《胎产秘书》卷上:加减安胎饮 4 《胎
加味理中丸,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E7%90%86%E4%B8%AD%E4%B8%B8,200,是,加味理中丸_加味理中丸的作用_加味理中丸说明书_加味理中丸的功效_中药加味理中丸配方_医学百科 - 医学百科；加味理中丸_加味理中丸的作用_加味理中丸说明书_加味理中丸的功效_中药加味理中丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加味理中丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《育婴秘诀》卷三:加味理中丸 2 《古今医鉴》卷十二:加味理中丸 3 中药方专题 3.1 按功效分类的常用
加味三补丸,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E4%B8%89%E8%A1%A5%E4%B8%B8,200,是,加味三补丸_加味三补丸的作用_加味三补丸说明书_加味三补丸的功效_中药加味三补丸配方_医学百科 - 医学百科；加味三补丸_加味三补丸的作用_加味三补丸说明书_加味三补丸的功效_中药加味三补丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加味三补丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《中医症状鉴别诊断学》:加味三补丸 2 《叶氏女科》卷二:加味三补丸 3 《济阳纲目》卷五十:加味三补丸 
加味香附丸,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E9%A6%99%E9%99%84%E4%B8%B8,200,是,加味香附丸_加味香附丸的作用_加味香附丸说明书_加味香附丸的功效_中药加味香附丸配方_医学百科 - 医学百科；加味香附丸_加味香附丸的作用_加味香附丸说明书_加味香附丸的功效_中药加味香附丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加味香附丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 香附 1斤（4两老酒浸两宿，炒，捣碎，再焙干，磨为末；4两米醋浸同上；4两 童便 浸同上；4两用 山栀 4
桔梗汤,https://www.yixue.com/%E6%A1%94%E6%A2%97%E6%B1%A4,200,是,桔梗汤 - 医学百科；桔梗汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 桔梗汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 ［来源］ 唐代孙思邈《千金翼方》。 ［组成］ 桔梗 （五钱） 甘草 （三钱） ［用法］ 上作一服，水二钟，煎至一钟，食后服。 ［主治］ 伤寒 咽痛 。 目录 1 桔梗汤药方（二）∶《伤寒论》 2 桔梗汤药方（
久虚缓补方,https://www.yixue.com/%E4%B9%85%E8%99%9A%E7%BC%93%E8%A1%A5%E6%96%B9,404,否,404；
局方神术散,https://www.yixue.com/%E5%B1%80%E6%96%B9%E7%A5%9E%E6%9C%AF%E6%95%A3,404,否,404；
蠲痹汤（《济生方》严氏）,https://www.yixue.com/%E8%A0%B2%E7%97%B9%E6%B1%A4%EF%BC%88%E3%80%8A%E6%B5%8E%E7%94%9F%E6%96%B9%E3%80%8B%E4%B8%A5%E6%B0%8F%EF%BC%89,404,否,404；
苦散,https://www.yixue.com/%E8%8B%A6%E6%95%A3,200,是,苦散_苦散的作用_苦散说明书_苦散的功效_中药苦散配方_医学百科 - 医学百科；苦散_苦散的作用_苦散说明书_苦散的功效_中药苦散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 苦散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 戊己丸 （《 太平惠民和剂局方 .吴直阁诸家名方》卷六）、 吴茱萸丸 （《 鸡峰普济方 》卷十四）。 【处方】 吴茱萸 黄连 白芍药 （俱锉如
快斑红蜡丸,https://www.yixue.com/%E5%BF%AB%E6%96%91%E7%BA%A2%E8%9C%A1%E4%B8%B8,404,否,404；
狂症方,https://www.yixue.com/%E7%8B%82%E7%97%87%E6%96%B9,404,否,404；
流口水烂方,https://www.yixue.com/%E6%B5%81%E5%8F%A3%E6%B0%B4%E7%83%82%E6%96%B9,404,否,404；
六神汤,https://www.yixue.com/%E5%85%AD%E7%A5%9E%E6%B1%A4,200,是,六神汤_六神汤的作用_六神汤说明书_六神汤的功效_中药六神汤配方_医学百科 - 医学百科；六神汤_六神汤的作用_六神汤说明书_六神汤的功效_中药六神汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 六神汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《永类钤方》卷十三:六神汤 2 《圣济总录》卷三十二:六神汤 3 《圣济总录》卷七十五:六神汤 4 《寿世新编》:六神汤 5 《镐
龙须散,https://www.yixue.com/%E9%BE%99%E9%A1%BB%E6%95%A3,200,是,龙须散_龙须散的作用_龙须散说明书_龙须散的功效_中药龙须散配方_医学百科 - 医学百科；龙须散_龙须散的作用_龙须散说明书_龙须散的功效_中药龙须散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 龙须散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 濯热散、 甘草散 【处方】 白矾 （生）1两， 五倍子 （生。一作 五味子 ）2两， 乌梅 （捶，去仁）2两， 甘草 1两半（炙。
漏芦散,https://www.yixue.com/%E6%BC%8F%E8%8A%A6%E6%95%A3,200,是,漏芦散_漏芦散的作用_漏芦散说明书_漏芦散的功效_中药漏芦散配方_医学百科 - 医学百科；漏芦散_漏芦散的作用_漏芦散说明书_漏芦散的功效_中药漏芦散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 漏芦散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:漏芦散 2 《太平惠民和剂局方》卷九:漏芦散 3 《圣惠》卷六十四:漏芦散 4 《圣惠》卷十八:漏芦散 
妙功散,https://www.yixue.com/%E5%A6%99%E5%8A%9F%E6%95%A3,404,否,404；
内塞散,https://www.yixue.com/%E5%86%85%E5%A1%9E%E6%95%A3,404,否,404；
内消丸,https://www.yixue.com/%E5%86%85%E6%B6%88%E4%B8%B8,200,是,内消丸_内消丸的作用_内消丸说明书_内消丸的功效_中药内消丸配方_医学百科 - 医学百科；内消丸_内消丸的作用_内消丸说明书_内消丸的功效_中药内消丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 内消丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 莪术 （炮） 三棱 （炮）各9克 青皮 （去白） 陈皮 （去白）各30克 牵牛（头末）250克 薄荷 叶 皂角 （不蛀者，水煮软揉
辟瘟丹,https://www.yixue.com/%E8%BE%9F%E7%98%9F%E4%B8%B9,200,是,辟瘟丹 - 医学百科；辟瘟丹 - 医学百科 匿名 未登录 登录 医学百科 搜索 辟瘟丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 辟瘟丹 药物组成 紫苏 2两， 香附 4两（ 童便 、醋、盐水、酒四制）， 苍术 2两（土炒）， 麦冬 1两（去心）， 木香 1两（忌火）， 白扁豆 2两（炒黄色）， 雄黄 5钱（研末）， 薄荷 2两， 管仲
朴硝散,https://www.yixue.com/%E6%9C%B4%E7%A1%9D%E6%95%A3,404,否,404；
如圣散,https://www.yixue.com/%E5%A6%82%E5%9C%A3%E6%95%A3,200,是,如圣散_如圣散的作用_如圣散说明书_如圣散的功效_中药如圣散配方_医学百科 - 医学百科；如圣散_如圣散的作用_如圣散说明书_如圣散的功效_中药如圣散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 如圣散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:如圣散 2 《圣济总录》卷一一○:如圣散 3 《圣济总录》卷一五二:如圣散 4 《卫生宝鉴》卷九:如圣散
三补丸,https://www.yixue.com/%E4%B8%89%E8%A1%A5%E4%B8%B8,200,是,三补丸_三补丸的作用_三补丸说明书_三补丸的功效_中药三补丸配方_医学百科 - 医学百科；三补丸_三补丸的作用_三补丸说明书_三补丸的功效_中药三补丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 三补丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 三黄丸 （《 校注妇人良方 》卷八） 【处方】 黄芩 黄柏 黄连 备 等分 【制法】 上药为末， 蒸饼 为丸。 【功效与作用】 清
三合汤,https://www.yixue.com/%E4%B8%89%E5%90%88%E6%B1%A4,200,是,三合汤_三合汤的作用_三合汤说明书_三合汤的功效_中药三合汤配方_医学百科 - 医学百科；三合汤_三合汤的作用_三合汤说明书_三合汤的功效_中药三合汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 三合汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 麻黄 陈皮 乌药 川芎 僵蚕 白芷 桔梗 枳壳 甘草 干姜 茯苓 半夏 香附 苏叶 苍术 【功效与作用】 治寒聚 背部 ，背心一点
三圣散,https://www.yixue.com/%E4%B8%89%E5%9C%A3%E6%95%A3,200,是,三圣散 - 医学百科；三圣散 - 医学百科 匿名 未登录 登录 医学百科 搜索 三圣散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 三圣散 【处方】没药（研、一分）、 琥珀 （研、一分）、乾蝎（七枚、全者、炒） 【功能与主治】治 中风 舌强不语。 【用法与用量】上为细末，每服三钱匕；用鹅梨汁半盏， 皂角 末一钱匕，浓煎汤一合，于梨汁相和调
三因七气汤,https://www.yixue.com/%E4%B8%89%E5%9B%A0%E4%B8%83%E6%B0%94%E6%B1%A4,404,否,404；
麝香散,https://www.yixue.com/%E9%BA%9D%E9%A6%99%E6%95%A3,200,是,麝香散_麝香散的作用_麝香散说明书_麝香散的功效_中药麝香散配方_医学百科 - 医学百科；麝香散_麝香散的作用_麝香散说明书_麝香散的功效_中药麝香散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 麝香散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《世医得效方》卷十八:麝香散 2 《医学心悟》卷四:麝香散 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 按拼
肾气丸,https://www.yixue.com/%E8%82%BE%E6%B0%94%E4%B8%B8,200,是,肾气丸 - 医学百科；肾气丸 - 医学百科 匿名 未登录 登录 医学百科 搜索 肾气丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【来源】《金匮要略》卷下。 【 异名 】 八味肾气丸 (《金匮要略》卷上)、崔氏八味丸(《金匮要略.中风历节篇》附方)、《 金匮 》肾气丸(《 内科摘要 》卷下)、桂附八味丸(《 医方集解 ))、 桂附地黄丸
肾水成痰引火下降方,https://www.yixue.com/%E8%82%BE%E6%B0%B4%E6%88%90%E7%97%B0%E5%BC%95%E7%81%AB%E4%B8%8B%E9%99%8D%E6%96%B9,404,否,404；
升阳除湿汤,https://www.yixue.com/%E5%8D%87%E9%98%B3%E9%99%A4%E6%B9%BF%E6%B1%A4,200,是,升阳除湿汤_升阳除湿汤的作用_升阳除湿汤说明书_升阳除湿汤的功效_中药升阳除湿汤配方_医学百科 - 医学百科；升阳除湿汤_升阳除湿汤的作用_升阳除湿汤说明书_升阳除湿汤的功效_中药升阳除湿汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 升阳除湿汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《兰室秘藏》卷中:升阳除湿汤 2 《兰室秘藏》卷下:升阳除湿汤 3 中药方专题 3.1 按功效分类的常用方
生地黄散,https://www.yixue.com/%E7%94%9F%E5%9C%B0%E9%BB%84%E6%95%A3,200,是,生地黄散_生地黄散的作用_生地黄散说明书_生地黄散的功效_中药生地黄散配方_医学百科 - 医学百科；生地黄散_生地黄散的作用_生地黄散说明书_生地黄散的功效_中药生地黄散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 生地黄散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《太平圣惠方》卷三十七:生地黄散 2 《素问病机气宜保命集》卷下:生地黄散 3 中药方专题 3.1 按功效分类的常用方
双解贵金丸,https://www.yixue.com/%E5%8F%8C%E8%A7%A3%E8%B4%B5%E9%87%91%E4%B8%B8,200,是,双解贵金丸_双解贵金丸的作用_双解贵金丸说明书_双解贵金丸的功效_中药双解贵金丸配方_医学百科 - 医学百科；双解贵金丸_双解贵金丸的作用_双解贵金丸说明书_双解贵金丸的功效_中药双解贵金丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 双解贵金丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 生大黄500克 白芷 300克 【制法】 上二味，为末， 水丸 。 【功效与作用】 治 背疽 诸毒初起，木
水解散,https://www.yixue.com/%E6%B0%B4%E8%A7%A3%E6%95%A3,200,是,水解散_水解散的作用_水解散说明书_水解散的功效_中药水解散配方_医学百科 - 医学百科；水解散_水解散的作用_水解散说明书_水解散的功效_中药水解散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 水解散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《外台秘要》卷三引《延年秘录》:水解散 2 《医方类聚》卷四十六引《千金月令》:水解散 3 中药方专题 3.1 按功效分类的常用方
顺气消食化痰丸,https://www.yixue.com/%E9%A1%BA%E6%B0%94%E6%B6%88%E9%A3%9F%E5%8C%96%E7%97%B0%E4%B8%B8,200,是,顺气消食化痰丸 - 医学百科；顺气消食化痰丸 - 医学百科 匿名 未登录 登录 医学百科 搜索 顺气消食化痰丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 ◎方 名： 顺气消食化痰丸 （除痰之剂） 总 结：食痰 编 号：005 组 成： 半夏 、 胆星 、 杏仁 、 苏子 、 莱菔子 、 青皮 、 陈皮 去白、 香附 、 葛根 、 神曲 、 山楂
搜脓散,https://www.yixue.com/%E6%90%9C%E8%84%93%E6%95%A3,404,否,404；
索血散,https://www.yixue.com/%E7%B4%A2%E8%A1%80%E6%95%A3,404,否,404；
天麻二陈汤,https://www.yixue.com/%E5%A4%A9%E9%BA%BB%E4%BA%8C%E9%99%88%E6%B1%A4,404,否,404；
铁瓮先生交感丹,https://www.yixue.com/%E9%93%81%E7%93%AE%E5%85%88%E7%94%9F%E4%BA%A4%E6%84%9F%E4%B8%B9,404,否,404；
透邪煎,https://www.yixue.com/%E9%80%8F%E9%82%AA%E7%85%8E,404,否,404；
胃气痛方,https://www.yixue.com/%E8%83%83%E6%B0%94%E7%97%9B%E6%96%B9,404,否,404；
五神膏,https://www.yixue.com/%E4%BA%94%E7%A5%9E%E8%86%8F,404,否,404；
仙传通津救命至灵丹,https://www.yixue.com/%E4%BB%99%E4%BC%A0%E9%80%9A%E6%B4%A5%E6%95%91%E5%91%BD%E8%87%B3%E7%81%B5%E4%B8%B9,404,否,404；
香荆散,https://www.yixue.com/%E9%A6%99%E8%8D%86%E6%95%A3,404,否,404；
香薷汤,https://www.yixue.com/%E9%A6%99%E8%96%B7%E6%B1%A4,200,是,香薷汤_香薷汤的作用_香薷汤说明书_香薷汤的功效_中药香薷汤配方_医学百科 - 医学百科；香薷汤_香薷汤的作用_香薷汤说明书_香薷汤的功效_中药香薷汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 香薷汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:香薷汤 2 《太平惠民和剂局方》卷二:香薷汤 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药
小儿疟疾方,https://www.yixue.com/%E5%B0%8F%E5%84%BF%E7%96%9F%E7%96%BE%E6%96%B9,404,否,404；
小青龙加石膏汤,https://www.yixue.com/%E5%B0%8F%E9%9D%92%E9%BE%99%E5%8A%A0%E7%9F%B3%E8%86%8F%E6%B1%A4,200,是,小青龙加石膏汤 - 医学百科；小青龙加石膏汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 小青龙加石膏汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 治 肺胀 咳而上气，烦躁而喘， 脉浮 者心下有水气。 【组成】 麻黄 三两 桂枝 三两 细辛 三两 芍药 三两 半夏 半升 石膏 三两 干姜 三两 五味子 半升 甘草 三两 以上九味，以水一斗
泻毒饮,https://www.yixue.com/%E6%B3%BB%E6%AF%92%E9%A5%AE,404,否,404；
心气痛方,https://www.yixue.com/%E5%BF%83%E6%B0%94%E7%97%9B%E6%96%B9,404,否,404；
雄黄解毒散,https://www.yixue.com/%E9%9B%84%E9%BB%84%E8%A7%A3%E6%AF%92%E6%95%A3,404,否,404；
玄天散,https://www.yixue.com/%E7%8E%84%E5%A4%A9%E6%95%A3,404,否,404；
熏药方,https://www.yixue.com/%E7%86%8F%E8%8D%AF%E6%96%B9,404,否,404；
牙痛立止方,https://www.yixue.com/%E7%89%99%E7%97%9B%E7%AB%8B%E6%AD%A2%E6%96%B9,404,否,404；
羊肝散,https://www.yixue.com/%E7%BE%8A%E8%82%9D%E6%95%A3,200,是,羊肝散_羊肝散的作用_羊肝散说明书_羊肝散的功效_中药羊肝散配方_医学百科 - 医学百科；羊肝散_羊肝散的作用_羊肝散说明书_羊肝散的功效_中药羊肝散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 羊肝散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 谷精草 15克 甘菊 花30克 木贼 4.5克 甘草 黄连 各9克 【制法】 上为细末。 【功效与作用】 治翳膜 攀睛 ，赤烂 肿
阳和生化汤,https://www.yixue.com/%E9%98%B3%E5%92%8C%E7%94%9F%E5%8C%96%E6%B1%A4,404,否,404；
养营惜红煎,https://www.yixue.com/%E5%85%BB%E8%90%A5%E6%83%9C%E7%BA%A2%E7%85%8E,404,否,404；
养元汤,https://www.yixue.com/%E5%85%BB%E5%85%83%E6%B1%A4,200,是,养元汤_养元汤的作用_养元汤说明书_养元汤的功效_中药养元汤配方_医学百科 - 医学百科；养元汤_养元汤的作用_养元汤说明书_养元汤的功效_中药养元汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 养元汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 当归 川芎 白芍 （炒） 炙甘草 熟地 杜仲 （炒，去丝）各3克 枸杞 6克 杏仁 4.5克 白茯苓 4.5克 金樱子 4.5克（
腰痛矣而又头痛方,https://www.yixue.com/%E8%85%B0%E7%97%9B%E7%9F%A3%E8%80%8C%E5%8F%88%E5%A4%B4%E7%97%9B%E6%96%B9,404,否,404；
咬头方,https://www.yixue.com/%E5%92%AC%E5%A4%B4%E6%96%B9,404,否,404；
抑气散,https://www.yixue.com/%E6%8A%91%E6%B0%94%E6%95%A3,404,否,404；
银花甘草汤,https://www.yixue.com/%E9%93%B6%E8%8A%B1%E7%94%98%E8%8D%89%E6%B1%A4,404,否,404；
又治火泻方,https://www.yixue.com/%E5%8F%88%E6%B2%BB%E7%81%AB%E6%B3%BB%E6%96%B9,404,否,404；
又治脾泄丸（散）方,https://www.yixue.com/%E5%8F%88%E6%B2%BB%E8%84%BE%E6%B3%84%E4%B8%B8%EF%BC%88%E6%95%A3%EF%BC%89%E6%96%B9,404,否,404；
玉屑膏,https://www.yixue.com/%E7%8E%89%E5%B1%91%E8%86%8F,404,否,404；
振阳汤,https://www.yixue.com/%E6%8C%AF%E9%98%B3%E6%B1%A4,404,否,404；
止血方,https://www.yixue.com/%E6%AD%A2%E8%A1%80%E6%96%B9,404,否,404；
治滞痰方,https://www.yixue.com/%E6%B2%BB%E6%BB%9E%E7%97%B0%E6%96%B9,404,否,404；
种玉酒七,https://www.yixue.com/%E7%A7%8D%E7%8E%89%E9%85%92%E4%B8%83,404,否,404；
