清单序号,原方名,规范方名,出处,主治原文,组成,候选证型,候选证型ID,裁定状态,核定证型,核定证型ID,裁定依据,证据层级,全网资料入口,联网补强状态,需医生最终签字,数据质量备注,逐方网页证据,逐方网页核验
31,内补丸,内补丸,《女科切要》,肾阳失固证,鹿茸片、盐菟丝子、盐沙苑子、黄芪、肉桂、桑螵蛸、肉苁蓉片、附子、炒蒺藜、紫菀,肾阳不足；肾阳虚；肾阳虚衰,TCM-SYNDROME-86857429AD3F；kidney_yang_deficiency；TCM-SYNDROME-0510FC557CD7,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%86%85%E8%A1%A5%E4%B8%B8,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%86%85%E8%A1%A5%E4%B8%B8,页面正文命中方名
32,清气化痰丸,清气化痰丸,《医方考》,热痰内结，咳嗽痰黄，稠厚胶粘，甚则气急呕恶，胸膈痞满，小便黄赤,陈皮、燀苦杏仁、麸炒枳实、酒黄芩、瓜蒌子、茯苓、胆南星、法半夏,痰热气滞；痰热；气滞痰阻,TCM-SYNDROME-9C68E3EEB9FE；TCM-SYNDROME-AB90372F519A；TCM-SYNDROME-5F85854286C7,采纳,痰热,TCM-SYNDROME-AB90372F519A,主治“热痰内结”，痰黄稠厚,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B8%85%E6%B0%94%E5%8C%96%E7%97%B0%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%B8%85%E6%B0%94%E5%8C%96%E7%97%B0%E4%B8%B8,页面正文命中方名
33,胃苓汤,胃苓汤,《丹溪心法》,夏秋之间，脾胃伤冷，水谷不分，泄泻如水，以及水肿、腹胀、小便不利者,麸炒苍术、姜厚朴、陈皮、炙甘草、生姜、大枣、桂枝、白术、泽泻、茯苓、猪苓,寒湿困脾；湿困脾胃；脾胃寒湿,TCM-SYNDROME-4B9F89FBA037；TCM-SYNDROME-064EF6858A5E；TCM-SYNDROME-DE5A8A5C17D1,采纳,寒湿困脾,TCM-SYNDROME-4B9F89FBA037,主治“脾胃伤冷，泄泻如水”,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%83%83%E8%8B%93%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%83%83%E8%8B%93%E6%B1%A4,页面正文命中方名
34,犀黄丸,犀黄丸,《外科全生集》,乳岩、横痃、瘰疬、痰核、流注、肺痈、小肠痈,牛黄、麝香、乳香、没药,痰热壅肺；痰热瘀肺；小肠实热,TCM-SYNDROME-478AB1A0C12B；TCM-SYNDROME-A8DE94029020；TCM-SYNDROME-2885FC6A15B0,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%8A%80%E9%BB%84%E4%B8%B8,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E7%8A%80%E9%BB%84%E4%B8%B8,页面正文命中方名
35,增液汤,增液汤,《温病条辨》,阳明温病，无上焦证，数日不大便，其阴素虚，不可用承气汤者,玄参、麦冬、地黄,气阴两虚；气阴亏虚；胃气阴两虚,TCM-SYNDROME-64D396EDCE1F；TCM-SYNDROME-9312048DDEF1；TCM-SYNDROME-6CDE6CA6AB6D,采纳,阴津亏虚,TCM-SYNDROME-314CC30A9C0C,主治“阴素虚，数日不大便”,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%A2%9E%E6%B6%B2%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%A2%9E%E6%B6%B2%E6%B1%A4,页面正文命中方名
36,正气天香散,正气天香散,刘河间方，录自《医学纲目》,治妇人一切气。症见心胸攻筑，胁肋刺痛，月经不调,乌药、醋香附、陈皮、紫苏叶、干姜,冲脉气结；冲脉气逆；心脉气滞,TCM-SYNDROME-4BB75AF2E1B9；TCM-SYNDROME-6204451B689E；TCM-SYNDROME-9E6782B5D9A2,采纳,肝气郁结,TCM-SYNDROME-1653D0B71600,心胸攻筑、胁肋刺痛、月经不调，皆属肝气郁滞，气机不畅。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%AD%A3%E6%B0%94%E5%A4%A9%E9%A6%99%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%AD%A3%E6%B0%94%E5%A4%A9%E9%A6%99%E6%95%A3,页面正文命中方名
37,止嗽散,止嗽散,《医学心悟》,止嗽化痰，宣肺解表,桔梗、荆芥、蜜紫菀、蜜百部、蜜白前、炙甘草、陈皮,风痰恋肺；痰浊阻肺；痰湿阻肺,TCM-SYNDROME-18AE3FB19A4D；TCM-SYNDROME-6D6F0F6B63F9；phlegm_damp_obstructing_lung,采纳,风痰恋肺,TCM-SYNDROME-18AE3FB19A4D,宣肺解表针对风邪，化痰针对痰浊，合为风痰恋肺。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%AD%A2%E5%97%BD%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%AD%A2%E5%97%BD%E6%95%A3,页面正文命中方名
38,枳术丸,枳术丸,《证治准绳》,老幼虚弱，食不消，脏腑软，气不下降，胸膈满闷,白术、麸炒枳实,中气亏虚；气虚；气虚不运,TCM-SYNDROME-D2724F4203A1；TCM-SYNDROME-6C733A6875EB；TCM-SYNDROME-5CFE8D16B7A4,采纳,气虚不运,TCM-SYNDROME-5CFE8D16B7A4,虚弱、食不消、气不下降、胸膈满闷，属气虚不能运化。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%9E%B3%E6%9C%AF%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%9E%B3%E6%9C%AF%E4%B8%B8,页面正文命中方名
39,逐寒荡惊汤,逐寒荡惊汤,《福幼编》,治小儿体弱久病，或痘疹后误服寒凉转为慢惊者,胡椒、炮姜、肉桂,中虚脏寒；寒凝阳虚；三焦虚寒,TCM-SYNDROME-2F4BE6A894A5；TCM-SYNDROME-A882856779F6；TCM-SYNDROME-2B640621567D,采纳,中虚脏寒,TCM-SYNDROME-2F4BE6A894A5,误服寒凉转为慢惊，病在中焦虚寒，脏气失煦。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%80%90%E5%AF%92%E8%8D%A1%E6%83%8A%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E9%80%90%E5%AF%92%E8%8D%A1%E6%83%8A%E6%B1%A4,页面正文命中方名
40,助阳活血汤,助阳活血汤,《眼科阐微》,眼睫无力，常欲垂闭，及眼发，致热壅白睛，红眵多泪，无疼痛而瘾涩难开,炙甘草、黄芪、当归、防风、蔓荆子、白芷、柴胡、升麻,心肺郁热；心肺热毒犯目；心肺风热犯目,TCM-SYNDROME-3897CA8E7BC2；TCM-SYNDROME-CE0A3CDFE5EA；TCM-SYNDROME-B7706177CE9B,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
41,大半夏汤,大半夏汤,《金匮要略》,胃反呕吐，朝食暮吐，或暮食朝吐,法半夏、人参、蜂蜜,寒滞胃肠；寒滞胃脘,TCM-SYNDROME-55A8743511FB；TCM-SYNDROME-B9C01D4E485E,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%A4%A7%E5%8D%8A%E5%A4%8F%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%A4%A7%E5%8D%8A%E5%A4%8F%E6%B1%A4,页面正文命中方名
42,桂麝散,桂麝散,《药蔹启秘》,一切阴疽，流注,麻黄、细辛、肉桂、猪牙皂、生半夏、丁香、制天南星、麝香、冰片,厥阴寒；太阴寒湿,TCM-SYNDROME-C2D9A1525228；TCM-SYNDROME-B7E530399DD5,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A1%82%E9%BA%9D%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%A1%82%E9%BA%9D%E6%95%A3,页面正文命中方名
43,活血散瘀汤,活血散瘀汤,《外科正宗》,产后恶露不尽，或经后瘀血作痛，或男子跌打损伤后瘀血流注肠胃作痛，渐成内痈；及腹痛大便燥结者。亦可用以治疗委中毒，局部肿痛微硬，屈曲艰难,当归尾、赤芍、桃仁、酒大黄、川芎、苏木、牡丹皮、枳壳、瓜蒌子、槟榔,外伤血瘀；气滞血瘀,TCM-SYNDROME-F898822FF2CD；qi_stagnation_blood_stasis,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B4%BB%E8%A1%80%E6%95%A3%E7%98%80%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%B4%BB%E8%A1%80%E6%95%A3%E7%98%80%E6%B1%A4,页面正文命中方名
44,加味二陈汤,加味二陈汤,《医宗金鉴》,舌下痰包,姜半夏、陈皮、茯苓、甘草、黄芩片、黄连片、薄荷、生姜,痰核留结；痰浊,TCM-SYNDROME-53B39DBBC28D；TCM-SYNDROME-60AFB2E45BEC,采纳,痰核留结,TCM-SYNDROME-53B39DBBC28D,主治舌下痰包，即痰核留结,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%8A%A0%E5%91%B3%E4%BA%8C%E9%99%88%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E4%BA%8C%E9%99%88%E6%B1%A4,页面正文命中方名
45,金沸草散,金沸草散,《南阳活人书》,伤寒中脘有痰，令人壮热，头痛，项筋紧急，时发寒热,前胡、荆芥、法半夏、赤芍、细辛、甘草、旋覆花,寒痰聚胃；寒痰,TCM-SYNDROME-A09BF27CA767；TCM-SYNDROME-6F54472089DC,采纳,寒痰聚胃,TCM-SYNDROME-A09BF27CA767,主治中脘有痰，壮热项强，属寒痰聚胃,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%87%91%E6%B2%B8%E8%8D%89%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E9%87%91%E6%B2%B8%E8%8D%89%E6%95%A3,页面正文命中方名
46,补筋丸,补筋丸,《医宗金鉴》,跌仆伤筋，血脉壅滞，青紫肿痛者,五加皮、蛇床子、沉香、丁香、川牛膝、茯苓、莲须、肉苁蓉片、菟丝子、当归、熟地黄、牡丹皮、木瓜、山药、人参、木香,外伤血瘀,TCM-SYNDROME-F898822FF2CD,采纳,外伤血瘀,TCM-SYNDROME-F898822FF2CD,主治明言跌仆伤筋、血脉壅滞、青紫肿痛，直指外伤血瘀,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%A1%A5%E7%AD%8B%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%A1%A5%E7%AD%8B%E4%B8%B8,页面正文命中方名
47,沉香散,沉香散,《金匮翼》,气淋，小便涩滞，淋漓不宣，少腹胀满,沉香、陈皮、当归、白芍、炙甘草、石韦、滑石粉、冬葵果、炒王不留行,小肠气滞,TCM-SYNDROME-C1BD29BE355E,采纳,小肠气滞,TCM-SYNDROME-C1BD29BE355E,主治气淋，小便涩滞，少腹胀满，属小肠气滞之象,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B2%89%E9%A6%99%E6%95%A3,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%B2%89%E9%A6%99%E6%95%A3,页面正文命中方名
48,丹参饮,丹参饮,《时方歌括》,心痛，胃脘诸痛,丹参、檀香、砂仁,心气滞血瘀,TCM-SYNDROME-0FFB798300BF,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E4%B8%B9%E5%8F%82%E9%A5%AE,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E4%B8%B9%E5%8F%82%E9%A5%AE,页面正文命中方名
49,槐角丸,槐角丸,《太平惠民和剂局方》,肠风，痔漏下血，伴里急后重，肛门痒痛者,槐角、地榆、黄芩片、当归、麸炒枳壳、防风,血热动风,TCM-SYNDROME-528A18A430ED,采纳,血热动风,TCM-SYNDROME-528A18A430ED,肠风痔漏下血、肛门痒痛，体现血热动风之机,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A7%90%E8%A7%92%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%A7%90%E8%A7%92%E4%B8%B8,页面正文命中方名
50,黄连温胆汤,黄连温胆汤,《六因条辨》,伤暑汗出，身不大热，烦闭欲呕，舌黄腻,陈皮、法半夏、茯苓、甘草、姜竹茹、麸炒枳壳、黄连,中焦湿热,TCM-SYNDROME-F847550B62B0,采纳,中焦湿热,TCM-SYNDROME-F847550B62B0,伤暑烦闭欲呕、舌黄腻，契合中焦湿热证,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%BB%84%E8%BF%9E%E6%B8%A9%E8%83%86%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E9%BB%84%E8%BF%9E%E6%B8%A9%E8%83%86%E6%B1%A4,页面正文命中方名
51,胶艾汤,胶艾汤,《金匮要略》,妇人冲任虚损，崩漏下血，月经过多，淋漓不止，产后或流产损伤冲任，下血不绝，或妊娠胞阻，胎漏下血，腹中疼痛,川芎、当归、阿胶、甘草、艾叶、白芍、地黄,气血两虚,qi_blood_deficiency,采纳,冲任不固,TCM-SYNDROME-8097C6663D16,主治言冲任虚损，崩漏下血、胎漏等，提示冲任不固,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%83%B6%E8%89%BE%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%83%B6%E8%89%BE%E6%B1%A4,页面正文命中方名
52,五磨饮子,五磨饮子,《医方集解》,暴怒暴死，名曰气厥者,乌药、沉香、槟榔、枳实、木香,冲脉气逆,TCM-SYNDROME-6204451B689E,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E4%BA%94%E7%A3%A8%E9%A5%AE%E5%AD%90,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E4%BA%94%E7%A3%A8%E9%A5%AE%E5%AD%90,页面正文命中方名
53,小柴胡汤,小柴胡汤,《伤寒论》,伤寒少阳证；热入血室证；疟疾、黄疸以及内伤杂病而见少阳证者,柴胡、黄芩片、人参、炙甘草、法半夏、生姜、大枣,热结血室,TCM-SYNDROME-1ADCAC12E04E,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%B0%8F%E6%9F%B4%E8%83%A1%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%B0%8F%E6%9F%B4%E8%83%A1%E6%B1%A4,页面正文命中方名
54,治痰茯苓丸,治痰茯苓丸,《全生指迷方》,中脘停痰，臂痛难举，或四肢浮肿，脉沉细,茯苓、麸炒枳壳、法半夏、芒硝,寒痰聚胃,TCM-SYNDROME-A09BF27CA767,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%B2%BB%E7%97%B0%E8%8C%AF%E8%8B%93%E4%B8%B8,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%B2%BB%E7%97%B0%E8%8C%AF%E8%8B%93%E4%B8%B8,页面正文命中方名
55,白豆蔻散,白豆蔻散,《奇效良方》,积聚，心腹胀满，宿食不消，气刺疞痛，泻泄，善噫，呕吐酸水，手足厥冷,白豆蔻、肉豆蔻、高良姜、木香、肉桂、附片、麸炒枳壳、陈皮、人参、丁香、甘草,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%99%BD%E8%B1%86%E8%94%BB%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E7%99%BD%E8%B1%86%E8%94%BB%E6%95%A3,页面正文命中方名
56,补肾明目丸,补肾明目丸,《银海精微》,诸内障，欲变五风，变化视物不明,川芎、当归、熟地黄、菊花、山药、知母、石菖蒲、黄柏、大青盐、远志、蒺藜、巴戟天、五味子、白芍、桑螵蛸、茺蔚子、菟丝子、青葙子、密蒙花、枸杞子、肉苁蓉片、石决明,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%A1%A5%E8%82%BE%E6%98%8E%E7%9B%AE%E4%B8%B8,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E8%A1%A5%E8%82%BE%E6%98%8E%E7%9B%AE%E4%B8%B8,页面正文命中方名
